Transaction,Project,Branch,Manager,Type,Cost,Document type
6-Jul-12,P1082,1020,ALOGAN,PY,652.5,TS
6-Jul-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,487.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,48.75,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,195,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,390,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,261,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Aug-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Nov-12,P1082,1020,ALOGAN,PY,325,TS
21-Nov-12,P1082,1020,ALOGAN,PY,325,TS
21-Nov-12,P1082,1020,ALOGAN,PY,130,TS
21-Dec-12,P1082,1020,ALOGAN,PY,260,TS
21-Jan-13,P1082,1020,ALOGAN,PY,696,TS
21-Sep-12,P1082,1020,ALOGAN,PY,348,TS
21-Sep-12,P1082,1020,ALOGAN,PY,348,TS
21-Sep-12,P1082,1020,ALOGAN,PY,348,TS
21-Nov-12,P1082,1020,ALOGAN,PY,435,TS
5-Mar-12,P1082,1020,ALOGAN,PY,260,TS
30-May-12,P1082,1020,ALOGAN,PY,325,TS
30-May-12,P1082,1020,ALOGAN,PY,130,TS
30-May-12,P1082,1020,ALOGAN,PY,130,TS
30-May-12,P1082,1020,ALOGAN,PY,260,TS
30-May-12,P1082,1020,ALOGAN,PY,130,TS
30-May-12,P1082,1020,ALOGAN,PY,325,TS
30-May-12,P1082,1020,ALOGAN,PY,260,TS
30-May-12,P1082,1020,ALOGAN,PY,130,TS
30-May-12,P1082,1020,ALOGAN,PY,487.5,TS
30-May-12,P1082,1020,ALOGAN,PY,48.75,TS
30-May-12,P1082,1020,ALOGAN,PY,487.5,TS
30-May-12,P1082,1020,ALOGAN,PY,48.75,TS
30-May-12,P1082,1020,ALOGAN,PY,325,TS
30-May-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,487.5,TS
6-Jul-12,P1082,1020,ALOGAN,PY,48.75,TS
6-Jul-12,P1082,1020,ALOGAN,PY,174,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,487.5,TS
6-Jul-12,P1082,1020,ALOGAN,PY,48.75,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,487.5,TS
6-Jul-12,P1082,1020,ALOGAN,PY,48.75,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
21-Aug-12,P1082,1020,ALOGAN,PY,487.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,48.75,TS
21-Aug-12,P1082,1020,ALOGAN,PY,487.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,48.75,TS
21-Aug-12,P1082,1020,ALOGAN,PY,487.5,TS
21-Aug-12,P1082,1020,ALOGAN,PY,48.75,TS
21-Aug-12,P1082,1020,ALOGAN,PY,130,TS
21-Sep-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Dec-12,P1082,1020,ALOGAN,PY,435,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
22-Mar-12,P1082,1020,ALOGAN,PP,11,PO
22-Mar-12,P1082,1020,ALOGAN,PP,140,PO
22-Mar-12,P1082,1020,ALOGAN,PP,122.5,PO
22-Mar-12,P1082,1020,ALOGAN,PP,412.8,PO
13-Apr-12,P1082,1020,ALOGAN,SI,78,SO
19-Apr-12,P1082,1020,ALOGAN,ST,3500,JI
9-May-12,P1082,1020,ALOGAN,SI,3785.85,SO
28-Jun-12,P1082,1020,ALOGAN,SI,2115.8,SO
3-Jul-12,P1082,1020,ALOGAN,SI,487.99,SO
3-Jul-12,P1082,1020,ALOGAN,SI,1569.75,SO
3-Jul-12,P1082,1020,ALOGAN,SI,2709.52,SO
11-Jan-13,P1082,1020,ALOGAN,SI,1177.32,SO
15-Mar-12,P1082,1020,ALOGAN,PP,0,PO
15-Mar-12,P1082,1020,ALOGAN,PP,1258.2,PO
15-Mar-12,P1082,1020,ALOGAN,PP,1183.8,PO
15-Mar-12,P1082,1020,ALOGAN,PP,381.6,PO
15-Mar-12,P1082,1020,ALOGAN,PP,142,PO
15-Mar-12,P1082,1020,ALOGAN,PP,4048.1,PO
15-Mar-12,P1082,1020,ALOGAN,PP,179.2,PO
21-Mar-12,P1082,1020,ALOGAN,PP,0,PO
21-Mar-12,P1082,1020,ALOGAN,PP,1356.6,PO
21-Mar-12,P1082,1020,ALOGAN,PP,11,PO
22-Mar-12,P1082,1020,ALOGAN,PP,1385.83,PO
22-Mar-12,P1082,1020,ALOGAN,PP,3945.53,PO
22-Mar-12,P1082,1020,ALOGAN,CI,0.01,PO
27-Mar-12,P1082,1020,ALOGAN,PP,0,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-1258.2,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-1183.8,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-381.6,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-142,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-4048.1,PO
27-Mar-12,P1082,1020,ALOGAN,PP,-179.2,PO
11-Apr-12,P1082,1020,ALOGAN,PP,1229.02,PO
11-Apr-12,P1082,1020,ALOGAN,PP,4301.58,PO
11-Apr-12,P1082,1020,ALOGAN,PP,3339,PO
16-Apr-12,P1082,1020,ALOGAN,PP,618.6,PO
16-Apr-12,P1082,1020,ALOGAN,PP,11.5,PO
17-Apr-12,P1082,1020,ALOGAN,PP,1990,PO
17-Apr-12,P1082,1020,ALOGAN,PP,182,PO
17-Apr-12,P1082,1020,ALOGAN,PP,30,PO
26-Apr-12,P1082,1020,ALOGAN,PP,10,PO
26-Apr-12,P1082,1020,ALOGAN,PP,660,PO
26-Apr-12,P1082,1020,ALOGAN,PP,12,PO
26-Apr-12,P1082,1020,ALOGAN,PP,262.8,PO
26-Apr-12,P1082,1020,ALOGAN,PP,41.4,PO
1-May-12,P1082,1020,ALOGAN,PP,1990,PO
1-May-12,P1082,1020,ALOGAN,PP,15,PO
1-May-12,P1082,1020,ALOGAN,PP,480,PO
1-May-12,P1082,1020,ALOGAN,PP,10,PO
9-May-12,P1082,1020,ALOGAN,PP,11,PO
9-May-12,P1082,1020,ALOGAN,PP,219,PO
9-May-12,P1082,1020,ALOGAN,PP,20,PO
9-May-12,P1082,1020,ALOGAN,PP,440,PO
9-May-12,P1082,1020,ALOGAN,PP,-1990,PO
9-May-12,P1082,1020,ALOGAN,PP,325.1,PO
9-May-12,P1082,1020,ALOGAN,PP,20,PO
9-May-12,P1082,1020,ALOGAN,PP,159,PO
9-May-12,P1082,1020,ALOGAN,PP,300,PO
9-May-12,P1082,1020,ALOGAN,PP,13.18,PO
10-May-12,P1082,1020,ALOGAN,PP,1856.83,PO
17-May-12,P1082,1020,ALOGAN,PP,10.36,PO
23-May-12,P1082,1020,ALOGAN,PP,78,PO
29-May-12,P1082,1020,ALOGAN,PP,105.45,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-1152,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-1776,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-1380,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-540,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-1474.2,PO
1-Jun-12,P1082,1020,ALOGAN,PP,-10,PO
5-Jun-12,P1082,1020,ALOGAN,PP,1310,PO
5-Jun-12,P1082,1020,ALOGAN,PP,26,PO
5-Jun-12,P1082,1020,ALOGAN,PP,380,PO
7-Jun-12,P1082,1020,ALOGAN,PP,103.2,PO
7-Jun-12,P1082,1020,ALOGAN,PP,10,PO
7-Jun-12,P1082,1020,ALOGAN,PP,180,PO
7-Jun-12,P1082,1020,ALOGAN,PP,283.8,PO
7-Jun-12,P1082,1020,ALOGAN,PP,10,PO
7-Jun-12,P1082,1020,ALOGAN,PP,566.4,PO
7-Jun-12,P1082,1020,ALOGAN,PP,189,PO
7-Jun-12,P1082,1020,ALOGAN,PP,405,PO
7-Jun-12,P1082,1020,ALOGAN,PP,10,PO
7-Jun-12,P1082,1020,ALOGAN,PP,432,PO
7-Jun-12,P1082,1020,ALOGAN,PP,2040,PO
7-Jun-12,P1082,1020,ALOGAN,PP,10,PO
7-Jun-12,P1082,1020,ALOGAN,PP,169.2,PO
7-Jun-12,P1082,1020,ALOGAN,PP,216,PO
7-Jun-12,P1082,1020,ALOGAN,PP,10,PO
19-Jun-12,P1082,1020,ALOGAN,PP,1188,PO
19-Jun-12,P1082,1020,ALOGAN,PP,11,PO
25-Jun-12,P1082,1020,ALOGAN,PP,17.27,PO
12-Jul-12,P1082,1020,ALOGAN,PP,165,PO
17-Jul-12,P1082,1020,ALOGAN,PP,36.15,PO
17-Jul-12,P1082,1020,ALOGAN,PP,173.36,PO
17-Jul-12,P1082,1020,ALOGAN,PP,272.73,PO
19-Jul-12,P1082,1020,ALOGAN,PP,8525.38,PO
23-Jul-12,P1082,1020,ALOGAN,PP,101.82,PO
26-Jul-12,P1082,1020,ALOGAN,PP,142,PO
26-Jul-12,P1082,1020,ALOGAN,PP,166,PO
26-Jul-12,P1082,1020,ALOGAN,PP,90.5,PO
26-Jul-12,P1082,1020,ALOGAN,PP,297,PO
26-Jul-12,P1082,1020,ALOGAN,PP,990,PO
26-Jul-12,P1082,1020,ALOGAN,PP,11,PO
30-Jul-12,P1082,1020,ALOGAN,PP,15,PO
30-Jul-12,P1082,1020,ALOGAN,PP,1050,PO
1-Aug-12,P1082,1020,ALOGAN,PP,1991,PO
1-Aug-12,P1082,1020,ALOGAN,PP,354,PO
1-Aug-12,P1082,1020,ALOGAN,PP,82.8,PO
1-Aug-12,P1082,1020,ALOGAN,PP,10,PO
3-Aug-12,P1082,1020,ALOGAN,PP,11,PO
3-Aug-12,P1082,1020,ALOGAN,PP,170,PO
7-Aug-12,P1082,1020,ALOGAN,PP,6131.7,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
22-Aug-12,P1082,1020,ALOGAN,PP,312.5,PO
24-Aug-12,P1082,1020,ALOGAN,PP,15,PO
24-Aug-12,P1082,1020,ALOGAN,PP,3150,PO
10-Sep-12,P1082,1020,ALOGAN,PP,45,PO
17-Sep-12,P1082,1020,ALOGAN,PP,117,PO
17-Sep-12,P1082,1020,ALOGAN,PP,10,PO
27-Sep-12,P1082,1020,ALOGAN,PP,30,PO
8-Oct-12,P1082,1020,ALOGAN,PP,13.36,PO
8-Oct-12,P1082,1020,ALOGAN,PP,1100,PO
11-Oct-12,P1082,1020,ALOGAN,PP,2425,PO
10-Dec-12,P1082,1020,ALOGAN,PP,3200,PO
4-Mar-13,P1082,1020,ALOGAN,PP,222,PO
4-Mar-13,P1082,1020,ALOGAN,PP,10,PO
15-Mar-12,P1082,1020,ALOGAN,CI,1975.81,PO
27-Mar-12,P1082,1020,ALOGAN,CI,30000,PO
27-Apr-12,P1082,1020,ALOGAN,CI,20000,PO
17-May-12,P1082,1020,ALOGAN,CI,20000,PO
20-Jul-12,P1082,1020,ALOGAN,CI,20000,PO
17-Aug-12,P1082,1020,ALOGAN,CI,10000,PO
19-Nov-12,P1082,1020,ALOGAN,CI,17100,PO
19-Nov-12,P1082,1020,ALOGAN,CI,14725,PO
17-Jan-13,P1082,1020,ALOGAN,CI,900,PO
17-Jan-13,P1082,1020,ALOGAN,CI,775,PO
5-Mar-12,P1082,1020,ALOGAN,PY,260,TS
5-Mar-12,P1082,1020,ALOGAN,PY,130,TS
5-Mar-12,P1082,1020,ALOGAN,PY,195,TS
30-May-12,P1082,1020,ALOGAN,PY,348,TS
30-May-12,P1082,1020,ALOGAN,PY,435,TS
30-May-12,P1082,1020,ALOGAN,PY,260,TS
30-May-12,P1082,1020,ALOGAN,PY,195,TS
30-May-12,P1082,1020,ALOGAN,PY,348,TS
30-May-12,P1082,1020,ALOGAN,PY,195,TS
30-May-12,P1082,1020,ALOGAN,PY,195,TS
30-May-12,P1082,1020,ALOGAN,PY,261,TS
30-May-12,P1082,1020,ALOGAN,PY,348,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,174,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,260,TS
6-Jul-12,P1082,1020,ALOGAN,PY,348,TS
21-Aug-12,P1082,1020,ALOGAN,PY,260,TS
21-Aug-12,P1082,1020,ALOGAN,PY,260,TS
21-Sep-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Sep-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Oct-12,P1082,1020,ALOGAN,PY,348,TS
21-Oct-12,P1082,1020,ALOGAN,PY,348,TS
21-Oct-12,P1082,1020,ALOGAN,PY,348,TS
21-Oct-12,P1082,1020,ALOGAN,PY,348,TS
21-Oct-12,P1082,1020,ALOGAN,PY,261,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Oct-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Oct-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Nov-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Nov-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Nov-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Nov-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Nov-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Nov-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Nov-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Nov-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Nov-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Nov-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Nov-12,P1082,1020,ALOGAN,PY,325,TS
21-Nov-12,P1082,1020,ALOGAN,PY,195,TS
21-Dec-12,P1082,1020,ALOGAN,PY,1087.5,TS
21-Dec-12,P1082,1020,ALOGAN,PY,108.75,TS
21-Dec-12,P1082,1020,ALOGAN,PY,652.5,TS
21-Dec-12,P1082,1020,ALOGAN,PY,65.25,TS
21-Mar-13,P1082,1020,ALOGAN,PY,520,TS
21-Nov-12,P1082,1020,ALOGAN,PY,348,TS
21-Feb-13,P1082,1020,ALOGAN,PY,174,TS
29-Aug-12,P1082,1020,ALOGAN,JE,8918.25,GJ
30-May-12,P1083,1060,BRATCLIFFE,PY,217.5,TS
19-Mar-12,P1084,1060,RGILL,IN,-25000,SO
17-Apr-12,P1084,1060,RGILL,IN,-18500,SO
18-May-12,P1084,1060,RGILL,IN,-49700,SO
17-Jul-12,P1084,1060,RGILL,IN,-24000,SO
17-Jul-12,P1084,1060,RGILL,IN,-9400,SO
17-Jul-12,P1084,1060,RGILL,IN,-14823,SO
17-Jul-12,P1084,1060,RGILL,IN,-12204,SO
17-Jul-12,P1084,1060,RGILL,IN,-5422,SO
17-Jul-12,P1084,1060,RGILL,IN,-44500,SO
15-Aug-12,P1084,1060,RGILL,IN,-32400,SO
15-Aug-12,P1084,1060,RGILL,IN,-4068,SO
17-Sep-12,P1084,1060,RGILL,IN,-12500,SO
27-Sep-12,P1084,1060,RGILL,IN,-26500,SO
15-Oct-12,P1084,1060,RGILL,IN,-12700,SO
16-Nov-12,P1084,1060,RGILL,IN,-31400,SO
15-Mar-13,P1084,1060,RGILL,IN,-15300,SO
23-Jul-12,P1084,1060,RGILL,PP,3.2,PO
23-Jul-12,P1084,1060,RGILL,PP,4,PO
2-Oct-12,P1084,1060,RGILL,PP,3.85,PO
23-Jul-12,P1084,1060,RGILL,PP,2.91,PO
2-Oct-12,P1084,1060,RGILL,PP,3.5,PO
4-Apr-12,P1084,1060,RGILL,PP,124.47,PO
13-Nov-12,P1084,1060,RGILL,PP,17.68,PO
11-Apr-12,P1084,1060,RGILL,PP,10.91,PO
11-Apr-12,P1084,1060,RGILL,PP,14,PO
11-Apr-12,P1084,1060,RGILL,PP,12.73,PO
11-Apr-12,P1084,1060,RGILL,PP,14,PO
11-Apr-12,P1084,1060,RGILL,PP,10.91,PO
11-Apr-12,P1084,1060,RGILL,PP,10.91,PO
11-Apr-12,P1084,1060,RGILL,PP,3.64,PO
11-Apr-12,P1084,1060,RGILL,PP,3.64,PO
11-Apr-12,P1084,1060,RGILL,PP,14.55,PO
11-Apr-12,P1084,1060,RGILL,PP,5.45,PO
11-Apr-12,P1084,1060,RGILL,PP,3.64,PO
11-Apr-12,P1084,1060,RGILL,PP,7.27,PO
11-Apr-12,P1084,1060,RGILL,PP,7.27,PO
11-Apr-12,P1084,1060,RGILL,PP,3.64,PO
11-Apr-12,P1084,1060,RGILL,PP,3.64,PO
11-Apr-12,P1084,1060,RGILL,PP,7.27,PO
11-Apr-12,P1084,1060,RGILL,PP,12.73,PO
11-Apr-12,P1084,1060,RGILL,PP,7.27,PO
11-Apr-12,P1084,1060,RGILL,PP,10.91,PO
11-Apr-12,P1084,1060,RGILL,PP,1.82,PO
11-Apr-12,P1084,1060,RGILL,PP,7.27,PO
11-Apr-12,P1084,1060,RGILL,PP,16.36,PO
11-Apr-12,P1084,1060,RGILL,PP,16.36,PO
28-May-12,P1084,1060,RGILL,PP,16.69,PO
28-May-12,P1084,1060,RGILL,PP,3.71,PO
28-May-12,P1084,1060,RGILL,PP,11.13,PO
28-May-12,P1084,1060,RGILL,PP,5.56,PO
28-May-12,P1084,1060,RGILL,PP,1.85,PO
28-May-12,P1084,1060,RGILL,PP,7.42,PO
28-May-12,P1084,1060,RGILL,PP,7.42,PO
28-May-12,P1084,1060,RGILL,PP,7.42,PO
28-May-12,P1084,1060,RGILL,PP,3.71,PO
28-May-12,P1084,1060,RGILL,PP,12.98,PO
28-May-12,P1084,1060,RGILL,PP,7.42,PO
28-May-12,P1084,1060,RGILL,PP,5.56,PO
29-May-12,P1084,1060,RGILL,PP,3.82,PO
29-May-12,P1084,1060,RGILL,PP,6.36,PO
29-May-12,P1084,1060,RGILL,PP,1.85,PO
29-May-12,P1084,1060,RGILL,PP,16.69,PO
29-May-12,P1084,1060,RGILL,PP,11.13,PO
29-May-12,P1084,1060,RGILL,PP,5.56,PO
23-Jul-12,P1084,1060,RGILL,PP,11.13,PO
23-Jul-12,P1084,1060,RGILL,PP,1.85,PO
23-Jul-12,P1084,1060,RGILL,PP,16.69,PO
23-Jul-12,P1084,1060,RGILL,PP,11.13,PO
23-Jul-12,P1084,1060,RGILL,PP,12.98,PO
23-Jul-12,P1084,1060,RGILL,PP,16.69,PO
23-Jul-12,P1084,1060,RGILL,PP,5.56,PO
23-Jul-12,P1084,1060,RGILL,PP,7.42,PO
23-Jul-12,P1084,1060,RGILL,PP,7.42,PO
23-Jul-12,P1084,1060,RGILL,PP,3.71,PO
23-Jul-12,P1084,1060,RGILL,PP,5.56,PO
23-Jul-12,P1084,1060,RGILL,PP,3.71,PO
23-Jul-12,P1084,1060,RGILL,PP,3.71,PO
23-Jul-12,P1084,1060,RGILL,PP,11.13,PO
23-Jul-12,P1084,1060,RGILL,PP,3.71,PO
23-Jul-12,P1084,1060,RGILL,PP,7.42,PO
23-Jul-12,P1084,1060,RGILL,PP,3.71,PO
